votes,user_id,name,average_stars,review_count,type,useful_votes,funny_votes,cool_votes
"{'funny': 3, 'useful': 6, 'cool': 3}",l-ySgQnT9KQG3SvICTNF5g,Rachel,3.33,18,user,6,3,3
"{'funny': 0, 'useful': 19, 'cool': 2}",IIDHcYJX9JlfE2Q5DrFKXg,Bev,3.57,14,user,19,0,2
"{'funny': 0, 'useful': 2, 'cool': 1}",gnLh5e5UBlgdgS-yCvlYeg,Kay,4.33,6,user,2,0,1
"{'funny': 1, 'useful': 3, 'cool': 1}",bB3KKlu0lxN0e3vJMD5gzg,CK,4.0,5,user,3,1,1
"{'funny': 2256, 'useful': 4759, 'cool': 3846}",S6zhXdY_Q1PZlIi_K3V2tg,Inna,4.01,927,user,4759,2256,3846
"{'funny': 1826, 'useful': 3283, 'cool': 2757}",Rir-YRPPClKXDFQbc3BsVw,Megan,4.17,696,user,3283,1826,2757
"{'funny': 0, 'useful': 0, 'cool': 0}",Sl_qJUu3WvWxYj2rdWh8VQ,Naomi,4.5,2,user,0,0,0
"{'funny': 3, 'useful': 14, 'cool': 2}",B-Q70q2HStGFf2rH3TR9tg,Joe,4.7,32,user,14,3,2
"{'funny': 21, 'useful': 28, 'cool': 16}",tXhlRAnR3_GoWvewfQni4Q,Greg,3.87,87,user,28,21,16
"{'funny': 3, 'useful': 6, 'cool': 4}",_JvFaKXCPTIRlLZRtW-YuQ,Richard,3.5,2,user,6,3,4
"{'funny': 6, 'useful': 70, 'cool': 4}",QwjLGboYcy9lHksTFdX9qQ,Tim,3.22,50,user,70,6,4
"{'funny': 1, 'useful': 0, 'cool': 0}",QGIeM5CkBFZM6ACk7QgQEw,Jennifer,5.0,2,user,0,1,0
"{'funny': 2, 'useful': 7, 'cool': 2}",C7lPrHmw-BDKJY-8TWY9TA,Amanda,2.94,17,user,7,2,2
"{'funny': 0, 'useful': 4, 'cool': 0}",8jnz_0FtxlfhrK5v3hWwNQ,Matthew,1.0,1,user,4,0,0
"{'funny': 48, 'useful': 115, 'cool': 39}",F6ybG53AampJSN4FsLGOmg,Jessica,3.86,84,user,115,48,39
"{'funny': 1057, 'useful': 1657, 'cool': 1201}",UsULgP4bKA8RMzs8dQzcsA,Sarah,3.52,260,user,1657,1057,1201
"{'funny': 0, 'useful': 1, 'cool': 0}",LxJUg7--8tuU448oNm-T0w,Rise,2.0,2,user,1,0,0
"{'funny': 0, 'useful': 4, 'cool': 1}",Z6lZdNZ3GqHJRnOerJOwNg,Howard,3.43,7,user,4,0,1
"{'funny': 4, 'useful': 8, 'cool': 7}",oxFTtEpExyCtLJMg_S6Yvw,Robert,3.85,15,user,8,4,7
"{'funny': 0, 'useful': 6, 'cool': 0}",ghucXeAVEgBeTs0KKdg83Q,Monika N Joe,3.25,8,user,6,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",tYaiVXYDeSkWnILA72iN5Q,Sue,2.67,4,user,0,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",Lhb5ees65dx7gqNWG7cimg,Holley,5.0,1,user,1,0,0
"{'funny': 2, 'useful': 6, 'cool': 1}",tl61BB223Whc_UddDnWUxw,Lauren,4.43,7,user,6,2,1
"{'funny': 3, 'useful': 44, 'cool': 12}",RHLKZQWKlfraZcFNjJYxpQ,Dan,3.72,29,user,44,3,12
"{'funny': 18, 'useful': 53, 'cool': 11}",4KDmpIvVn6D6qKiXZBep_A,Lisa,2.94,97,user,53,18,11
"{'funny': 0, 'useful': 0, 'cool': 0}",BtyE8hh4aOUGreU_kXGKkQ,Jesse,5.0,1,user,0,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",1Sujllo0dj27Yn1GyjLc0A,Magen,4.5,2,user,1,0,0
"{'funny': 0, 'useful': 8, 'cool': 3}",enAPPXvRXcZ5JJI5sXR6Cg,Kyla,4.33,5,user,8,0,3
"{'funny': 0, 'useful': 0, 'cool': 0}",xLOVXOxioGV9ogDKw1TAbA,Jarrod,5.0,2,user,0,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",dHZRw7--LtN8zqlNqWor6Q,Jim,5.0,1,user,0,0,0
"{'funny': 0, 'useful': 7, 'cool': 0}",6fnYVUMR9xr9t8i0pL35jg,Michael,4.0,10,user,7,0,0
"{'funny': 0, 'useful': 7, 'cool': 0}",Aj13EhEGC2pbTaPS9Zy_-w,Alissa,5.0,5,user,7,0,0
"{'funny': 0, 'useful': 7, 'cool': 0}",Fs8RZvjJpA6njxZ5WbFVPw,Gloria,3.57,15,user,7,0,0
"{'funny': 3, 'useful': 16, 'cool': 9}",bqQdrBLt8bpIh9Vp995ljA,Jeremy,4.14,7,user,16,3,9
"{'funny': 1, 'useful': 8, 'cool': 2}",o0qZbhTTJzY1R4XKyFGbew,Candace,3.33,18,user,8,1,2
"{'funny': 34, 'useful': 214, 'cool': 84}",RXXksF9jZXl9PYKBrDyR4w,Nathan,3.75,203,user,214,34,84
"{'funny': 0, 'useful': 1, 'cool': 2}",gwF4xP7ED2xr-FeIgpMYbg,M,3.75,4,user,1,0,2
"{'funny': 4, 'useful': 13, 'cool': 5}",hdGOqtk3Z9GModnuDkaD2w,Ravi,3.48,31,user,13,4,5
"{'funny': 0, 'useful': 0, 'cool': 0}",OAtcAT8rVUwKoo_Q_mOzUg,Tango,5.0,4,user,0,0,0
"{'funny': 1, 'useful': 6, 'cool': 3}",eLIQPTKwXdp2thXP8MPz1w,Angela,3.78,9,user,6,1,3
"{'funny': 21, 'useful': 59, 'cool': 23}",bBxf_sL_bc9h3GXk8iboxQ,Vincent,4.12,68,user,59,21,23
"{'funny': 2, 'useful': 0, 'cool': 0}",5yQMUyoZYCVDQiftf0Uw1w,Ryan,4.29,7,user,0,2,0
"{'funny': 3, 'useful': 6, 'cool': 1}",DCCLyQR-DHa0qNMFqh1Yeg,Chelsea,3.0,3,user,6,3,1
"{'funny': 1, 'useful': 0, 'cool': 0}",R5hgRvLCnkd4DHe7Njtd-A,Linda,5.0,5,user,0,1,0
"{'funny': 1, 'useful': 5, 'cool': 0}",uAWyToJuWTyHu9kUitkttQ,Susan,1.0,2,user,5,1,0
"{'funny': 1, 'useful': 3, 'cool': 1}",HmDK74WIzTk6CmVLIueN_A,shaun,3.5,2,user,3,1,1
"{'funny': 1, 'useful': 4, 'cool': 1}",dB3jZ2gMTWKLb1RL0ed3MA,Christina,3.67,3,user,4,1,1
"{'funny': 6, 'useful': 2, 'cool': 5}",S-lps2D8iETs0InF_jqoOg,R,4.43,7,user,2,6,5
"{'funny': 0, 'useful': 0, 'cool': 0}",66c-kFzgT03rnKQQ1kD3aw,Thom,5.0,1,user,0,0,0
"{'funny': 2, 'useful': 16, 'cool': 6}",7a_7iT6nDMQc76bz3-TQwg,Jim,3.62,8,user,16,2,6
"{'funny': 2147, 'useful': 2818, 'cool': 2664}",FOgD-n23sDTEm03vtIp1QQ,Joe,4.13,721,user,2818,2147,2664
"{'funny': 1, 'useful': 10, 'cool': 2}",0Q0EhcIbw7UH2e56S-C34w,Ross,3.0,12,user,10,1,2
"{'funny': 3, 'useful': 27, 'cool': 2}",nRXtscH64-nY55ZlHFIzuA,M,2.45,11,user,27,3,2
"{'funny': 1, 'useful': 3, 'cool': 1}",yAUdXU4BB0WHXP9f_QcmZQ,Keith,1.5,3,user,3,1,1
"{'funny': 0, 'useful': 0, 'cool': 0}",BsWrXXFPivenapZHJEBovg,Lauren,3.0,1,user,0,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",WKsJ7HqRLIhewyphWKT_UQ,Dudu,4.33,3,user,0,0,0
"{'funny': 1, 'useful': 3, 'cool': 2}",wMwuwNOBLHsy50HKT4fLwQ,Barry,4.19,26,user,3,1,2
"{'funny': 2, 'useful': 5, 'cool': 1}",IwVutQpUY3udBjgLwp1WTQ,Mary,3.62,9,user,5,2,1
"{'funny': 0, 'useful': 0, 'cool': 0}",c3JbRoLoYj5wi_r-yZdmdA,Amalie,2.0,1,user,0,0,0
"{'funny': 5, 'useful': 38, 'cool': 9}",hKNGmozNm5J7ssNyi1pcNQ,Francesca,4.24,25,user,38,5,9
"{'funny': 1, 'useful': 3, 'cool': 0}",_z52G4oMS7biipY6KEdkAA,Randall,3.25,4,user,3,1,0
"{'funny': 9, 'useful': 11, 'cool': 0}",FJx4MHiSu4bv71l3Rf5A4A,Leah,2.87,24,user,11,9,0
"{'funny': 10, 'useful': 24, 'cool': 11}",yy8vNTtESId44OcGyaVnbw,Warren,3.41,17,user,24,10,11
"{'funny': 0, 'useful': 6, 'cool': 4}",wm0ZnKtPVEdRu0VqR3akzQ,Kim,5.0,3,user,6,0,4
"{'funny': 1, 'useful': 7, 'cool': 2}",NJzrrUc7LP1uhGHInBX78w,Amanda,4.7,12,user,7,1,2
"{'funny': 494, 'useful': 898, 'cool': 606}",zhVOlwBuEgdGlHjwgVf3Jg,F,3.71,199,user,898,494,606
"{'funny': 0, 'useful': 1, 'cool': 0}",Fz4R_IdkxaUcuhlOaa9Q3A,Carol,5.0,2,user,1,0,0
"{'funny': 4, 'useful': 3, 'cool': 1}",dIaYnii2SdKo6Idj_XBRCA,Ken,1.0,2,user,3,4,1
"{'funny': 5, 'useful': 42, 'cool': 24}",IEFyvGVxFKhYJDyEV5Erog,Hsin,3.48,27,user,42,5,24
"{'funny': 0, 'useful': 1, 'cool': 0}",VPrEJaZKHJKAmiTuMnd6YA,Ajai,4.0,1,user,1,0,0
"{'funny': 1, 'useful': 3, 'cool': 0}",R8ggYxp9xMj3xkCAMvMjxw,Annalyn,4.8,6,user,3,1,0
"{'funny': 18, 'useful': 63, 'cool': 15}",siH7vPHHz1E4Bsx8dfKPcA,Sebastian,4.23,26,user,63,18,15
"{'funny': 0, 'useful': 3, 'cool': 0}",eVXDY_tPreNE8L6Evovs7Q,Dave,4.0,4,user,3,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",gxNiBlc3_BGn3llzkGbYsg,Ralph,5.0,1,user,0,0,0
"{'funny': 1, 'useful': 22, 'cool': 7}",a7MV9tR_OmtN6A8XEyz58w,Randy,3.55,29,user,22,1,7
"{'funny': 0, 'useful': 0, 'cool': 0}",YF2o4EBNmidMUHnP7NslnA,Heidi,4.0,3,user,0,0,0
"{'funny': 3, 'useful': 8, 'cool': 1}",cwlz7-fym956qQXBQxxZHQ,Jellica,4.0,10,user,8,3,1
"{'funny': 11, 'useful': 15, 'cool': 24}",aKeNnNTzUASHWhuna9dKbg,loach,4.19,16,user,15,11,24
"{'funny': 0, 'useful': 0, 'cool': 0}",qB8aIns7gxEpXcZBKJoaqQ,Kelly,5.0,1,user,0,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",23kkvZDxdGVEaIT8PCKq9g,Lou,4.67,3,user,1,0,0
"{'funny': 0, 'useful': 2, 'cool': 1}",i9mEj_To5Ly_TT0kMnGGOQ,Kathryn,3.0,2,user,2,0,1
"{'funny': 0, 'useful': 0, 'cool': 0}",P2BXPToNRZEbI-JGgmP5Ig,Peter,5.0,1,user,0,0,0
"{'funny': 1, 'useful': 1, 'cool': 0}",hj4VWoNP53VHtc9Ap9xnOg,Tammy,4.0,2,user,1,1,0
"{'funny': 0, 'useful': 2, 'cool': 0}",zpQp9H61zbC0RoblmEaFVQ,Melissa,4.67,6,user,2,0,0
"{'funny': 1, 'useful': 3, 'cool': 4}",h5unSMFD5BKuods_Po_lsA,keegan,4.67,5,user,3,1,4
"{'funny': 8, 'useful': 10, 'cool': 4}",Z24kr7bMK7uvOhoOgDvzOA,Nicole,2.6,5,user,10,8,4
"{'funny': 0, 'useful': 6, 'cool': 2}",53A-EqM8J3Qpq3Yc4BDA3g,Maricel,4.25,4,user,6,0,2
"{'funny': 0, 'useful': 0, 'cool': 0}",gyzJFtRuzprkbOzWWJEGzg,Fred,5.0,1,user,0,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",BV7XhrJVoB3OWY0wct8DZw,Alex,5.0,1,user,0,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",jw6apFzojyhZwHpyaTqPNw,James,2.0,1,user,0,0,0
"{'funny': 5, 'useful': 27, 'cool': 3}",FquXzk1Az0ouYuPxob1Y6g,David,3.42,48,user,27,5,3
"{'funny': 0, 'useful': 1, 'cool': 0}",tEco7_KWoijQFnrS357iGA,Michelle,5.0,1,user,1,0,0
"{'funny': 0, 'useful': 5, 'cool': 1}",iqh9hYsQqLgW50jTPisH3Q,Matt,4.33,3,user,5,0,1
"{'funny': 0, 'useful': 3, 'cool': 0}",OAZjClPzFtrSWqrnoLAMLQ,Michael,4.5,4,user,3,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",B_0d4OymWJ-X2k8628c8Dw,Elyse,5.0,2,user,1,0,0
"{'funny': 88, 'useful': 158, 'cool': 53}",Vm3gOJgj0vm7LcPbCy81jg,Paula,3.85,255,user,158,88,53
"{'funny': 1, 'useful': 1, 'cool': 1}",Endey1wjua6dAvNI_M46hA,Carla,4.0,2,user,1,1,1
"{'funny': 0, 'useful': 2, 'cool': 1}",BigWSU94U0B4qjbjCduQpQ,Elizabeth,4.0,4,user,2,0,1
"{'funny': 0, 'useful': 9, 'cool': 0}",VeycloT_I8xSjUdHP-EHyA,Melanie,3.25,10,user,9,0,0
"{'funny': 0, 'useful': 4, 'cool': 0}",amIA_SNQ8nzMSVDJBRHJ_A,Anthony,3.88,8,user,4,0,0
"{'funny': 1, 'useful': 2, 'cool': 1}",NCW3YZYX1NGO9NAr_Yf4kA,Luke,5.0,1,user,2,1,1
"{'funny': 21, 'useful': 33, 'cool': 9}",AKysWH0MHHkC6FquO85YWw,Ron,3.64,28,user,33,21,9
"{'funny': 0, 'useful': 0, 'cool': 0}",vHC4rRIDvLd0XuUBvEE3AQ,Sharon,1.0,1,user,0,0,0
"{'funny': 34, 'useful': 64, 'cool': 35}",cC8ttIb2dDrMrwkkpcVOQQ,Alan,3.16,68,user,64,34,35
"{'funny': 0, 'useful': 1, 'cool': 0}",UnQMBdYsWJQovI0SX0NPIA,Jeff,1.0,1,user,1,0,0
"{'funny': 0, 'useful': 3, 'cool': 0}",zSJpB4ky-oipEjrJU1Ri3g,Jon,3.8,15,user,3,0,0
"{'funny': 8, 'useful': 4, 'cool': 4}",g8VIu23eWi09GDfjdHrnaA,Jim,3.47,15,user,4,8,4
"{'funny': 0, 'useful': 1, 'cool': 0}",n8IuPDLXBrafIB9NcmxNjA,Jared,4.0,1,user,1,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",iuXVDkTNzjs0LGZ4zZVhLQ,Perry,4.0,1,user,0,0,0
"{'funny': 2, 'useful': 3, 'cool': 2}",uhyTiuyKoBwggDbNODJucg,Valerie,4.8,5,user,3,2,2
"{'funny': 0, 'useful': 1, 'cool': 1}",c6l0oYvOy-S3OqZ7ir7AhQ,Belle,3.0,3,user,1,0,1
"{'funny': 0, 'useful': 1, 'cool': 1}",k89FSYpWaKbEnc0u3nTwMg,Pedro,1.0,1,user,1,0,1
"{'funny': 2, 'useful': 4, 'cool': 2}",H1b8YGu9lBugpqDFKb30bw,Angela,5.0,2,user,4,2,2
"{'funny': 9, 'useful': 7, 'cool': 5}",bGzHbvzWwGq2-4_T6XO3Mw,Graphics,3.75,4,user,7,9,5
"{'funny': 0, 'useful': 3, 'cool': 0}",Pmt2ITKgewXDTY1z0YbQLg,Jill,1.0,1,user,3,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",zZ3V6qPihaKEIZiME1ZeeA,Gerry,2.67,3,user,0,0,0
"{'funny': 1, 'useful': 1, 'cool': 0}",e9TG4v_iGOuEFryCM00rIw,Johnny,4.38,16,user,1,1,0
"{'funny': 82, 'useful': 170, 'cool': 114}",MWjF-59mIgLLKCxqacI-nw,Adam,3.61,125,user,170,82,114
"{'funny': 0, 'useful': 0, 'cool': 1}",3wRcrJGvMTjVl9-LuOyaNQ,Danielle,5.0,2,user,0,0,1
"{'funny': 0, 'useful': 1, 'cool': 0}",pQ77RekrV4bWwLH-mJNsGg,Charles,5.0,1,user,1,0,0
"{'funny': 248, 'useful': 421, 'cool': 223}",TfOfuXzdRIO-WVe8sYsO0A,David,3.82,146,user,421,248,223
"{'funny': 0, 'useful': 6, 'cool': 4}",dMEk4uBmRQKfnuuq8JtMKA,Angela,3.58,32,user,6,0,4
"{'funny': 100, 'useful': 144, 'cool': 59}",wZWi6h360XalWtf5tYOTRw,Mulberry,2.96,80,user,144,100,59
"{'funny': 0, 'useful': 0, 'cool': 0}",5Jfbh6j02pAFoymZvwQfHw,John,5.0,1,user,0,0,0
"{'funny': 883, 'useful': 1295, 'cool': 1118}",DNOG1jkgPdqYCKqgvGyMVQ,Laina,3.94,213,user,1295,883,1118
"{'funny': 140, 'useful': 172, 'cool': 137}",xaEtXJM62xy-jdGyevR7VQ,Carla,3.65,205,user,172,140,137
"{'funny': 122, 'useful': 89, 'cool': 100}",hvgYD6Pmyaa6hS39ymIQBQ,Micah,3.61,54,user,89,122,100
"{'funny': 0, 'useful': 4, 'cool': 2}",wfEzHQ-YcMQ84sUQdhbBMA,LOVE,5.0,2,user,4,0,2
"{'funny': 20, 'useful': 61, 'cool': 41}",1q7w4vkNOj0JvJzY2uQxTA,Prachi,3.77,31,user,61,20,41
"{'funny': 2, 'useful': 21, 'cool': 5}",MEdukhrANQMVh-duUGj-cg,Brian,3.86,7,user,21,2,5
"{'funny': 0, 'useful': 0, 'cool': 0}",2SB9rBimwWOg8ABWUVeX_w,Ruben,1.0,1,user,0,0,0
"{'funny': 106, 'useful': 385, 'cool': 231}",wpu_Nj9orL8HkChgv7peMA,Darnelle,3.99,173,user,385,106,231
"{'funny': 0, 'useful': 0, 'cool': 0}",zuoeE7GdXXlCgr995ImWfQ,D,3.62,8,user,0,0,0
"{'funny': 13, 'useful': 60, 'cool': 25}",gxT6EtxJfI0KUp9y68k0zQ,Ian,3.59,58,user,60,13,25
"{'funny': 4, 'useful': 18, 'cool': 4}",SB37ySvE9n2GY0AJi47nug,Sydney,3.61,32,user,18,4,4
"{'funny': 19, 'useful': 72, 'cool': 15}",udK1-SLvAIHFGES_xEhahw,c,2.86,65,user,72,19,15
"{'funny': 0, 'useful': 0, 'cool': 0}",kxq1We_QRY51Bej3R1d3kw,Andy,4.67,3,user,0,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",Zw0Bz6PdFsWac95uLy-BZg,Donna,2.0,2,user,1,0,0
"{'funny': 1, 'useful': 4, 'cool': 1}",-DDCNxdtYwg2iQ-B0nmfGA,Christiane,2.6,7,user,4,1,1
"{'funny': 1, 'useful': 10, 'cool': 5}",DZR454N2c0nu6bOyQ0tsEQ,Warren,4.44,9,user,10,1,5
"{'funny': 2, 'useful': 4, 'cool': 2}",W_7aQXf0uC4GKvte4tlewA,Dave,4.67,3,user,4,2,2
"{'funny': 1, 'useful': 2, 'cool': 0}",OynBqeQhidqTK1ooXjP23A,Steven,4.0,9,user,2,1,0
"{'funny': 7, 'useful': 16, 'cool': 8}",0LOQYfwdFetaQ-gc6h9NLA,Stephanie,4.65,17,user,16,7,8
"{'funny': 0, 'useful': 11, 'cool': 9}",e6W6iYg4s7cMccHqDF47Nw,Robin,4.5,4,user,11,0,9
"{'funny': 2, 'useful': 7, 'cool': 3}",bLiqSbQIxaRZvfn2TfkWOw,Janet,4.08,12,user,7,2,3
"{'funny': 1, 'useful': 1, 'cool': 0}",DGXi2EffyRgSKkCCTZS5dg,Chuck,2.75,5,user,1,1,0
"{'funny': 60, 'useful': 161, 'cool': 43}",FueQBxW27QIVkg7Pbf_Tuw,Zoya,3.54,138,user,161,60,43
"{'funny': 0, 'useful': 0, 'cool': 0}",0L3StYROKFDTksOOg-Hr3A,Priscilla,2.0,1,user,0,0,0
"{'funny': 786, 'useful': 1209, 'cool': 955}",1yYTDsdK34EAiQHhvFLmkg,Jen,3.75,327,user,1209,786,955
"{'funny': 29, 'useful': 44, 'cool': 33}",nifQuBZYwHNnGLUU105EZQ,Holly,4.0,20,user,44,29,33
"{'funny': 3, 'useful': 9, 'cool': 6}",G-xuPbbcK5w27ZkSVtbtLg,Tamra,4.6,6,user,9,3,6
"{'funny': 1, 'useful': 9, 'cool': 2}",ZpPUYNvGR7Tb9HBKBTEnuQ,Josephine,4.14,7,user,9,1,2
"{'funny': 0, 'useful': 3, 'cool': 0}",jLBZU_MxPxMKdfy_m1nW-A,John,1.0,1,user,3,0,0
"{'funny': 1, 'useful': 2, 'cool': 0}",R4qNmuMRxSnERbppj78zRg,S,5.0,5,user,2,1,0
"{'funny': 0, 'useful': 7, 'cool': 1}",DBtKDk4LbhtbTfuCqnuVZg,Kerry,1.5,2,user,7,0,1
"{'funny': 9, 'useful': 58, 'cool': 17}",XHxt06aprR7bHbetz-AbUQ,Judy,4.42,60,user,58,9,17
"{'funny': 2, 'useful': 24, 'cool': 1}",PMONnmmFd3-ah_e-UKUWWw,Jay,3.17,6,user,24,2,1
"{'funny': 0, 'useful': 16, 'cool': 4}",1WzlGjAIaxOBj-l0KauDZw,Cristina,4.09,11,user,16,0,4
"{'funny': 0, 'useful': 2, 'cool': 0}",ZizecXqmTNj5AyaW3PwIpQ,Keary,3.0,3,user,2,0,0
"{'funny': 0, 'useful': 7, 'cool': 2}",WtON2Po8HLh6u2AntiASUA,Matt,4.67,3,user,7,0,2
"{'funny': 5, 'useful': 6, 'cool': 3}",Jc5I_HLM1e_GHGiGeBUttw,Leigh,4.27,11,user,6,5,3
"{'funny': 0, 'useful': 0, 'cool': 0}",4Wwu-Rdx9Rf6Ug764UKJgw,Tim,5.0,1,user,0,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",MAv2llS6Cu5NICW5z5ZeqA,Jeff,1.0,1,user,0,0,0
"{'funny': 11, 'useful': 38, 'cool': 16}",Hc4AYiV30cQ0OqiAsO7_5w,Teresa,3.95,74,user,38,11,16
"{'funny': 4, 'useful': 6, 'cool': 4}",oGWF7K6W_YnhVsy-O3HbnA,Christina,4.29,14,user,6,4,4
"{'funny': 4, 'useful': 3, 'cool': 3}",6dTjJS-kz1akUqUyEb77mA,Jerry,3.5,2,user,3,4,3
"{'funny': 1, 'useful': 2, 'cool': 1}",jT1XoRAy5l-HBiAacyh9Tg,Tom,4.6,5,user,2,1,1
"{'funny': 0, 'useful': 0, 'cool': 0}",tF3hDgKfuAEWm26edLjKpQ,Joe,4.5,6,user,0,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",i1MrAu2gmWBRe5blYu0n4g,Teresa,5.0,1,user,0,0,0
"{'funny': 1, 'useful': 6, 'cool': 0}",UBdDMmyyFsUG1VfFJsr-zw,Sarah,4.0,4,user,6,1,0
"{'funny': 0, 'useful': 0, 'cool': 0}",cAcxU5p4D2e6iki2TvcNjw,Christine,5.0,1,user,0,0,0
"{'funny': 7, 'useful': 71, 'cool': 19}",1cTlGkDIY4ZGgDF1MFLmfw,Tim,3.96,82,user,71,7,19
"{'funny': 1, 'useful': 6, 'cool': 0}",DuGQ74ZYYhx2NCALocA5Cw,Dave,2.6,5,user,6,1,0
"{'funny': 0, 'useful': 2, 'cool': 0}",c9KQKjRGGxmsFQubtJXIPQ,nita,4.67,3,user,2,0,0
"{'funny': 1, 'useful': 1, 'cool': 1}",MSgZpSWlf8T2H_46OWNgCQ,Tim,4.75,4,user,1,1,1
"{'funny': 2, 'useful': 1, 'cool': 0}",53o0hxrOUom66liZgsA84g,Marci,5.0,2,user,1,2,0
"{'funny': 0, 'useful': 0, 'cool': 0}",qD09p5K9Ziw6LVwolEy2gg,Bette,1.0,1,user,0,0,0
"{'funny': 3, 'useful': 8, 'cool': 1}",OFh132j7qFuQCSTxGKumLg,Amanda,4.12,8,user,8,3,1
"{'funny': 26, 'useful': 63, 'cool': 21}",HfNSOBGT7payhKfl998BzQ,Tiffany,3.69,45,user,63,26,21
"{'funny': 6, 'useful': 10, 'cool': 3}",fIgmd3pyCatW8LsnLsrosQ,Rachel,4.56,9,user,10,6,3
"{'funny': 5, 'useful': 16, 'cool': 5}",lFjikTwkD9gfthMPpIiRnw,Ang,3.0,6,user,16,5,5
"{'funny': 4, 'useful': 8, 'cool': 2}",Zh7YSDKtyi1kMeSD4OZVJg,Dale,4.52,23,user,8,4,2
"{'funny': 1, 'useful': 2, 'cool': 0}",ck0Cby3lnLcqmCFcSWOtYg,Rob,2.33,3,user,2,1,0
"{'funny': 21, 'useful': 50, 'cool': 27}",Y2FcksTOoJWzq0Nf_sOwSw,Patti,3.5,32,user,50,21,27
"{'funny': 0, 'useful': 0, 'cool': 0}",sV5a0uy9N66SaIqRIe2n4g,Shawne,5.0,1,user,0,0,0
"{'funny': 5, 'useful': 27, 'cool': 9}",g-d3aSrTf0yuWhaSD8AJug,Sandhya,4.42,26,user,27,5,9
"{'funny': 1143, 'useful': 1561, 'cool': 1112}",ZZ43etAB2n_T53YBYtf8Dw,lindsay,2.93,242,user,1561,1143,1112
"{'funny': 11, 'useful': 52, 'cool': 21}",6wpEHXevnaIZp2kUTUfhxQ,Jeff,3.75,91,user,52,11,21
"{'funny': 4, 'useful': 11, 'cool': 3}",OgYjuf9iLv4yK8hPiQ62uQ,Max,4.35,17,user,11,4,3
"{'funny': 0, 'useful': 2, 'cool': 2}",WZg7ZvQQE54m-QalrJ2c7Q,Greta,4.5,4,user,2,0,2
"{'funny': 0, 'useful': 0, 'cool': 0}",bsR9Bf4ctmArSJ-V9lUWig,Dick,4.2,10,user,0,0,0
"{'funny': 2, 'useful': 4, 'cool': 4}",FAR0buHdQ8fQo3eR7Zjesw,krystle,4.4,5,user,4,2,4
"{'funny': 0, 'useful': 2, 'cool': 0}",-LojVK6pZLwVq2nlx78rrw,Erianna,1.0,1,user,2,0,0
"{'funny': 0, 'useful': 9, 'cool': 2}",onRNFnua-thQsU7BWLaXoA,Bob,3.67,3,user,9,0,2
"{'funny': 0, 'useful': 0, 'cool': 0}",XNbE5peCGX2H5Gv_4hps5Q,mary,5.0,3,user,0,0,0
"{'funny': 0, 'useful': 5, 'cool': 4}",RjhLT1MNlffYdycoX0cASg,Andrea,4.83,6,user,5,0,4
"{'funny': 12, 'useful': 25, 'cool': 17}",FkMD1faT66Ia8pawx-b_KQ,Brent,4.27,41,user,25,12,17
"{'funny': 0, 'useful': 2, 'cool': 1}",FbaHFu-gk9fQDf2sLSYXpw,Sandra,4.0,1,user,2,0,1
"{'funny': 5, 'useful': 7, 'cool': 3}",kRmaFiORts8V3WLFXAUokw,Alonzo,4.38,27,user,7,5,3
"{'funny': 1, 'useful': 2, 'cool': 4}",vLNr_NxiA1B-hk7f-Is3dQ,Sophie,4.0,7,user,2,1,4
"{'funny': 0, 'useful': 6, 'cool': 4}",Xvhrk_Ygfav_nsX5oeFT7Q,Jason,2.57,8,user,6,0,4
"{'funny': 0, 'useful': 0, 'cool': 0}",xmpNnfZ9ugzcTlxKx1I1Sg,Julie,5.0,1,user,0,0,0
"{'funny': 14, 'useful': 45, 'cool': 15}",pJK1iS2seiKKNpigBHw8tA,Randi,4.3,23,user,45,14,15
"{'funny': 0, 'useful': 0, 'cool': 0}",_gFIIYVUQAXzwSfrdfuRfw,Danielle,5.0,1,user,0,0,0
"{'funny': 0, 'useful': 2, 'cool': 0}",ydiBmfImToat51aBMD8naw,Steph,3.0,3,user,2,0,0
"{'funny': 0, 'useful': 3, 'cool': 0}",unZW1W10KirxTiGPCioizA,Heather,2.0,2,user,3,0,0
"{'funny': 15, 'useful': 13, 'cool': 7}",0d8aK3J6erYIycfoVI259w,Nicklaus,3.6,10,user,13,15,7
"{'funny': 29, 'useful': 82, 'cool': 30}",I0pyeAcqXQl7Rv-DQmgHow,alex,3.43,21,user,82,29,30
